age,bigwinner,education,male,tixbot,winner,workthen,xearn1,xearn2,xearn3,xearn4,xearn5,xearn6,xearnp1,xearnp2,xearnp3,xearnp4,xearnp5,xearnp6,yearlpr,yearn1,yearn2,yearn3,yearn4,yearn5,yearn6,yearn7,yearnp1,yearnp2,yearnp3,yearnp4,yearnp5,yearnp6,yearnp7,yearw
38,0,14,0,0,0,0,0.91776699,0.99110231,0.197620725,0.127646586,0,0,1,1,1,1,0,0,0,0,1.466478873,3.240750634,0,3.602460597,2.691718062,7.980567356,0,1,1,0,1,1,1,1986
36,1,12,1,10,1,1,19.94020682,21.76780933,29.26187952,33.37472955,33.00630483,35.743,1,1,1,1,1,1,171.7323944,24.2914507,12.59890448,0,0,0,0,0,1,1,0,0,0,0,0,1987
80,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
73,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
68,0,16,1,2,0,0,34.5707989,34.44951456,35.80990099,36.79834197,39.28433735,39.87372474,1,1,1,1,1,1,0,40.33605948,30.893,24.37538732,39.07059341,42.42580645,43.01820964,42.83814978,1,1,1,1,1,1,1,1985
60,0,12,1,2,0,1,35.80990099,36.79834197,37.90993574,39.76612897,40.33605948,42,1,1,1,1,1,1,0,42.25774648,41.69061708,42.42580645,43.018,42.97092511,35.60242338,0,1,1,1,1,1,1,0,1987
54,1,12,1,2,1,1,27.78842694,27.15240964,26.16581328,15.73717472,0,0,1,1,1,1,0,0,115.7576115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
48,0,14,1,2,1,1,34.44951456,35.80990099,36.79834197,39.28433735,39.87372474,40.33605948,1,1,1,1,1,1,34.11095,42,42.25774648,41.69061708,42.42580645,43.36,42.97092511,43.35566643,1,1,1,1,1,1,1,1986
46,0,16,1,2,0,1,33.08380165,33.7006699,34.85738174,34.6778943,38.31378313,30.43272377,1,1,1,1,1,1,0,20.37174721,40.085,13.50704225,15.05494505,21.19522581,11.71889824,1.137844347,1,1,1,1,1,1,1,1985
48,0,14,0,2,0,1,8.889038835,9.170710671,9.990068394,13.48762249,14.54652551,14.52505576,1,1,1,1,1,1,0,15.3,14.30299296,14.47590871,14.51758065,14.54904361,17.64785316,18.23437776,1,1,1,1,1,1,1,1986
40,0,16,1,2,0,1,17.13896419,16.84168932,15.7129505,15.39170155,14.42406426,14.09820982,1,1,1,1,1,1,0,16.1578513,21.062,21.82930986,21.49753508,20.45277419,16.54230451,10.66869897,1,1,1,1,1,1,1,1985
44,0,16,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
43,0,13,1,10,1,1,1.343581267,0.446912621,0.514842684,1.266362694,3.942738956,0,1,1,1,1,1,0,10.85696989,0,0,0,0,1.666096774,1.898503443,0,0,0,0,0,1,1,0,1985
41,0,16,1,1,0,1,34.5707989,34.44951456,35.80990099,36.79834197,39.28433735,39.87372474,1,1,1,1,1,1,0,40.33605948,42,42.25774648,41.69061708,42.42580645,43.01820964,42.97092511,1,1,1,1,1,1,1,1985
42,0,13,0,2,0,1,26.35965181,36.08877108,39.00241001,31.07302602,36.022,39.08262676,1,1,1,1,1,1,0,41.51644294,42.42580645,43.018,42.97092511,43.35566643,42.06212872,44.816,1,1,1,1,1,1,1,1988
39,0,13,0,3,1,1,9.41176699,6.321592959,5.942250777,3.847004016,3.871337825,4.580587361,1,1,1,1,1,1,32.815,10.058,6.51521831,8.140787828,9.847206452,8.167589901,11.78562115,10.4584804,1,1,1,1,1,1,1,1986
40,0,12,1,10,1,1,16.44844004,17.32134301,22.15218474,24.74386141,25.61136059,27.316,1,1,1,1,1,1,11.30418838,27.46271127,28.22732713,30.9955871,20.86425096,19.03515419,19.57176336,16.40207612,1,1,1,1,1,1,1,1987
40,0,14,1,10,1,1,1.63093886,4.412610442,6.740558229,7.685241636,13.213,42.257,1,1,1,1,1,1,24.85562164,34.6115503,0,3.866607498,0,0,0,0,1,0,1,0,0,0,0,1988
31,0,13,1,2,1,1,24.51501942,9.509518152,12.77947358,2.76751004,0,5.856877323,1,1,1,1,0,1,37.131,19.175,0,0,0,0,16.78441116,19.66238061,1,0,0,0,0,1,1,1986
73,0,14,1,3,0,0,35.80146095,33.72386321,32.98123695,14.36825409,7.239100372,2.415,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
70,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
61,0,16,0,2,0,1,20.92514601,11.09300971,5.173746975,11.58125596,11.5057992,18.90520885,1,1,1,1,1,1,0,16.40638662,9.981,11.13366197,12.71934404,16.16334839,11.11345677,5.95718649,1,1,1,1,1,1,1,1985
52,0,8,0,10,1,1,5.182600551,8.916970874,3.635247525,0,6.325108434,5.857640038,1,1,1,0,1,1,9.814394796,6.15939777,4.099,0,0,0,0,0,1,1,0,0,0,0,0,1985
59,0,14,1,10,0,1,36.783,39.284,38.30321244,40.336,40.92858518,41.35464684,1,1,1,1,1,1,0,42,42.25774648,41.69061708,42.42580645,43.01820964,42.97092511,43.35566643,1,1,1,1,1,1,1,1986
50,0,12,1,4,1,1,19.39642684,19.38386736,18.47904418,19.45901059,20.70482528,21.923,1,1,1,1,1,1,16.38023134,20.8153169,19.90587997,21.95800645,19.02109258,19.32484581,19.2171062,17.77719585,1,1,1,1,1,1,1,1987
52,0,12,0,6,1,1,0.032554455,0,0,0,0,0.99,1,0,0,0,0,1,26.25383099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
55,0,16,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
52,0,16,1,2,0,1,20.13005596,18.63860241,39.87372474,40.336,42,35.51869718,1,1,1,1,1,1,0,35.30824683,39.78745161,11.89499617,7.536810573,11.0201511,14.78272664,24.45958435,1,1,1,1,1,1,1,1988
47,0,12,0,10,1,1,10.92021122,14.17531192,14.61223293,11.31232339,11.3552119,18.545,1,1,1,1,1,1,16.38023134,17.86595775,20.49696027,19.53178065,20.05587758,22.17106608,22.07389309,21.51421453,1,1,1,1,1,1,1,1987
44,0,12,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
28,0,14,1,2,1,1,0.754165049,6.193786579,7.182491192,2.629959839,4.968392685,2.557672862,1,1,1,1,1,1,34.11095,7.865,13.94505634,11.57238884,16.54871613,20.73511247,21.72687225,4.462118318,1,1,1,1,1,1,1,1986
40,0,16,1,1,0,1,34.44951456,35.80990099,36.79834197,39.28433735,39.87372474,40.33605948,1,1,1,1,1,1,0,42,42.25774648,41.69061708,42.42580645,43.01820964,42.97092511,43.35566643,1,1,1,1,1,1,1,1986
27,0,16,1,2,0,1,4.070512651,4.125048705,3.556497992,3.536947064,4.05601487,9.557,1,1,1,1,1,1,0,21.57846479,18.00942012,26.74063226,28.08678194,32.05598825,31.73244191,33.60737993,1,1,1,1,1,1,1,1987
70,0,14,1,2,0,0,3.680969948,2.380168675,1.064354187,0.813851301,0.085,0.037626761,1,1,1,1,1,1,0,0,0.196219355,0,0,0,0,0,0,1,0,0,0,0,0,1988
66,1,12,1,5,1,1,34.5707989,34.44951456,28.39230803,25.74521036,29.06050602,22.50017324,1,1,1,1,1,1,107.1268699,5.856877323,4.453,0,0,0,0,0,1,1,0,0,0,0,0,1985
70,0,15,1,2,0,0,25.51692435,25.36975904,21.00649086,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
76,0,14,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63.30586718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
56,0,12,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
56,0,12,1,10,1,1,34.22811019,33.40937864,33.10908691,35.09698653,34.60983133,38.93911838,1,1,1,1,1,1,10.85696989,39.26043123,38.756,39.39232394,39.14471006,39.39943226,38.57467177,38.54427606,1,1,1,1,1,1,1,1985
49,0,15,1,2,0,1,34.5707989,34.44951456,35.80990099,36.79834197,36.31765462,37.06041193,1,1,1,1,1,1,0,40.33605948,40.377,42.25774648,40.4389721,38.14963871,35.48708799,37.58427019,1,1,1,1,1,1,1,1985
48,0,12,0,4,1,1,19.74460606,20.99558252,13.63911111,18.77283316,21.05068273,19.32504331,1,1,1,1,1,1,26.47440967,19.84208178,21.86,21.86211268,22.36469992,23.016,22.86338179,22.0004699,1,1,1,1,1,1,1,1985
47,0,16,0,10,1,1,0.018621359,0,0.674636269,0,2.058032724,1.597144981,1,0,1,0,1,1,34.11095,4.31,5.64015493,10.91830938,5.820290323,5.341637337,4.012229075,3.852014255,1,1,1,1,1,1,1,1986
44,1,14,1,5,1,1,23.82868932,28.8299846,36.79834197,39.28433735,39.87372474,40.33605948,1,1,1,1,1,1,114.085,42,42.25774648,41.69061708,42.42580645,32.50851721,20.70570925,0,1,1,1,1,1,1,0,1986
46,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071337278,0.48436129,0,0,0,0,0,1,1,0,0,0,0,1987
29,0,15,0,10,1,1,4.638407041,3.239162694,6.169951807,6.677266603,6.709434944,10.817,1,1,1,1,1,1,26.25383099,15.75114085,13.7477126,12.86385806,11.22750115,7.770977974,5.579210264,0,1,1,1,1,1,1,0,1987
36,0,14,0,4,1,1,22.11153398,22.03213201,23.61226943,22.29743775,24.25229644,24.88714498,1,1,1,1,1,1,11.45655,26.236,22.79216901,27.77892139,31.81581935,31.60370926,30.71535977,31.77306344,1,1,1,1,1,1,1,1986
29,0,14,0,1,1,1,9.141757282,0.047023102,1.326557513,0,6.513763234,16.70686989,1,1,1,0,1,1,12.169,18.681,5.009183099,0.537345731,0,0,0,0,1,1,1,0,0,0,0,1986
30,1,13,1,2,1,1,0,0,0,0,0,8.406401487,0,0,0,0,0,1,152.70375,9.346,0,0,0,0,0,0,1,0,0,0,0,0,0,1986
80,1,11,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
59,0,15,1,0,0,1,15.45971845,11.59420902,1.611631088,5.386465863,39.87372474,0,1,1,1,1,1,0,0,21.978,4.232528169,15.95175655,9.472445161,0.817597552,5.710143906,0,1,1,1,1,1,1,0,1986
58,0,14,1,1,0,1,34.5707989,34.44951456,35.80990099,36.79834197,39.28433735,39.87372474,1,1,1,1,1,1,0,40.33605948,42,42.25774648,41.69061708,42.42580645,18.03997552,0,1,1,1,1,1,1,0,1985
56,0,13,0,1,0,1,13.91148544,13.85493509,16.23102176,17.44356627,17.97482194,18.2775316,1,1,1,1,1,1,0,16.785,18.17951408,21.40303635,22.16394839,23.31452793,23.04094567,23.35893942,1,1,1,1,1,1,1,1986
49,0,16,1,2,0,1,11.95787328,21.78965049,14.77489989,14.26730777,31.91164659,29.54769586,1,1,1,1,1,1,0,11.28187361,7.659,37.1443662,14.47590871,11.18980645,2.812535578,12.97577093,1,1,1,1,1,1,1,1985
37,0,16,1,2,0,1,29.77372021,28.03933333,39.87372474,40.336,42,42.257,1,1,1,1,1,1,0,41.69061708,42.42580645,43.018,42.97092511,43.35566643,43.688,44.816,1,1,1,1,1,1,1,1988
37,0,12,1,10,1,1,19.75061165,17.33223322,4.520290155,17.72196787,5.86185948,3.927672862,1,1,1,1,1,1,61.9415,6.563,2.239274648,0,0,0,0,0,1,1,0,0,0,0,0,1986
41,0,14,1,1,1,1,16.30825285,14.54400803,24.50546295,22.02593309,19.34,21.95955634,1,1,1,1,1,1,22.98195266,25.13388335,26.30665161,26.33083397,26.52126872,26.73990021,27.7473827,31.04667746,1,1,1,1,1,1,1,1988
77,0,17,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
63,0,16,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49.00055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
56,0,16,1,10,1,1,0,0.529311331,2.444136788,1.187333333,0,0,0,1,1,1,0,0,26.61965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
49,0,16,0,2,0,1,0,0,0,0,0,0.171732394,0,0,0,0,0,1,0,0.063925613,0.327032258,0,0,0,0,0,1,1,0,0,0,0,0,1988
49,0,16,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511522571,0.848957416,0.914765502,0.643188927,0,0,0,1,1,1,1,1987
43,0,12,1,2,0,1,33.97147107,33.40937864,32.25543674,29.40005803,33.26954217,35.66272185,1,1,1,1,1,1,0,37.46975465,37.468,37.20514789,42.52442942,43.29641935,41.28238715,42.39556535,1,1,1,1,1,1,1,1985
43,0,16,1,2,0,1,34.5707989,34.44951456,35.80990099,36.79834197,39.28433735,39.87372474,1,1,1,1,1,1,0,40.33605948,42,42.25774648,41.69061708,42.42580645,43.01820964,42.97092511,1,1,1,1,1,1,1,1985
40,0,14,0,1,0,1,0,0,0,0.337555342,0,0,0,0,0,1,0,0,0,0.717802817,1.302600169,2.139851613,1.852382555,1.077491924,2.025607983,0.338280969,1,1,1,1,1,1,1,1987
31,0,16,1,4,1,1,21.93509642,18.81821359,18.92378438,17.1373513,19.68068273,20.07082964,1,1,1,1,1,1,17.03414201,22.72060967,22.981,24.92821127,24.09810313,24.62022581,25.98618516,24.84025257,1,1,1,1,1,1,1,1985
38,0,9,1,10,1,1,0,0,0.33639604,4.873508808,10.78613655,10.71421752,0,0,1,1,1,1,24.10909703,14.06465428,12.722,13.27549296,13.52073035,13.20503226,10.16839786,10.26715419,1,1,1,1,1,1,1,1985
66,0,10,1,4,0,1,29.96043689,28.33443344,27.16717098,26.32160643,25.23226179,10.15939033,1,1,1,1,1,1,0,15.783,24.03578169,26.69033305,23.83623226,11.44888141,8.398643172,1.766255167,1,1,1,1,1,1,1,1986
67,0,13,0,1,0,1,20.62623691,21.63668932,19.53749615,15.04643316,18.53186345,17.96849278,1,1,1,1,1,1,0,15.93681784,16.443,17.96147183,16.60954184,2.490748387,0,0,1,1,1,1,1,0,0,1985
68,0,13,0,5,1,0,19.39749637,3.41124498,2.47681232,0,0,0,1,1,1,0,0,0,71.64236078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
69,0,13,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
79,0,8,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.76950186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
58,0,16,0,1,0,1,21.05942718,20.97953795,22.31751295,26.13453815,28.71330125,30.28871375,1,1,1,1,1,1,0,31.371,31.85732394,33.65359256,14.84814839,6.6917215,0,0,1,1,1,1,1,0,0,1986
54,0,14,1,4,1,1,34.5707989,34.44951456,35.80990099,36.79834197,39.28433735,39.87372474,1,1,1,1,1,1,45.5443513,40.33605948,42,42.25774648,41.69061708,10.63473548,11.40443764,42.97092511,1,1,1,1,1,1,1,1985
70,0,15,0,2,0,0,11.205967,11.15080622,9.22026506,4.974721848,4.969687732,1.281,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
55,0,12,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33.83693863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
54,0,16,0,1,0,1,6.631463146,20.23227358,22.71559036,23.5761309,23.26249814,24.73,1,1,1,1,1,1,0,27.24659859,28.58123415,34.62299355,30.03727621,32.35855507,33.92600428,34.25739516,1,1,1,1,1,1,1,1987
50,0,16,1,3,0,1,34.44951456,35.80990099,36.79834197,39.28433735,39.87372474,40.33605948,1,1,1,1,1,1,0,42,42.426,41.69061708,42.42580645,43.01820964,42.97092511,43.35566643,1,1,1,1,1,1,1,1986
46,0,8,0,2,1,1,0.93813057,1.086096386,4.464169394,4.671241636,5.127,12.53067606,1,1,1,1,1,1,85.18504818,12.7489907,9.521941935,11.8572609,0.591453744,0,0,0,1,1,1,1,0,0,0,1988
44,0,15,0,2,0,1,10.37963109,12.52587149,17.37566121,10.80211896,13.778,14.72942958,1,1,1,1,1,1,0,15.12072358,14.48664516,13.28616985,13.11498385,15.89395296,14.96551972,15.06297436,1,1,1,1,1,1,1,1988
28,0,16,1,1,0,1,3.424246425,4.51574715,4.185927711,5.014806545,2.709442379,14.927,1,1,1,1,1,1,0,17.77526761,22.6639459,24.0359871,24.16147513,25.30054038,27.15470848,25.63198893,1,1,1,1,1,1,1,1987
25,0,10,0,10,1,0,0,0,0,0,0.581613383,0,0,0,0,0,1,0,56.08799296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
78,0,14,1,1,0,0,0.105674931,0.119708738,0.096457646,0.090860104,0.12324498,0.168777671,1,1,1,1,1,1,0,0.081486989,0.108,0.069464789,0.100057481,0.079548387,0.075470543,0.028969163,1,1,1,1,1,1,1,1985
70,0,12,1,5,1,1,26.9840264,27.77934093,27.07538153,35.07094514,0.318817844,0.336,1,1,1,1,1,1,39.82585176,0.347323944,0.79953339,0.047729032,0,0,0,0,1,1,1,0,0,0,0,1987
65,0,16,1,1,1,1,29.75337423,34.5707989,34.44951456,35.80990099,36.79834197,39.28433735,1,1,1,1,1,1,82.98745332,39.87372474,4.64272119,0,0,0,0,0,1,1,0,0,0,0,0,1984
64,0,16,1,1,0,1,34.44951456,35.80990099,35.15150259,29.60080321,36.8293975,33.52680297,1,1,1,1,1,1,0,25.165,22.32521127,10.0057481,32.9135871,32.97475746,34.82012922,37.23587741,1,1,1,1,1,1,1,1986
61,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
59,0,14,0,2,0,1,35.80990099,36.79834197,39.28433735,39.87372474,40.33605948,42,1,1,1,1,1,1,0,42.25774648,41.69061708,42.42580645,43.018,42.97092511,43.35566643,43.6883045,1,1,1,1,1,1,1,1987
52,0,13,0,2,0,1,7.074594819,7.620281124,9.995857555,9.117375465,9.499,10.23544366,1,1,1,1,1,1,0,11.51587489,10.51894839,11.74657077,9.587988253,10.99671561,11.24518754,10.22859379,1,1,1,1,1,1,1,1988
46,0,16,1,0,0,1,34.5707989,34.44951456,35.80990099,36.79834197,39.28433735,39.87372474,1,1,1,1,1,1,0,40.33605948,42,42.25774648,41.69061708,42.42580645,43.01820964,42.97092511,1,1,1,1,1,1,1,1985
48,0,13,1,2,1,1,24.90656986,23.55548187,21.3059759,24.79554957,24.78630483,25.912,1,1,1,1,1,1,24.74876056,28.46319718,25.69902282,25.50851613,25.24657383,26.11328634,26.78911475,29.36900761,1,1,1,1,1,1,1,1987
43,0,14,1,2,0,1,34.5707989,34.44951456,35.80990099,36.79834197,39.28433735,42.257,1,1,1,1,1,1,0,40.33605948,42,42.25774648,43.018,42.42580645,43.01820964,8.046989721,1,1,1,1,1,1,1,1985
45,0,16,0,2,0,1,22.20620933,23.06991968,25.9147565,28.79139033,31.842,31.81197887,1,1,1,1,1,1,0,35.08126458,36.50740645,36.229215,38.08157416,43.35566643,42.21989204,43.01245344,1,1,1,1,1,1,1,1988
40,1,15,1,3,1,1,21.82354235,26.8752829,39.28433735,39.87372474,39.94899628,42,1,1,1,1,1,1,104.8484155,42.25485211,41.69061708,28.01605806,21.56444989,17.86512188,32.41207128,40.09463806,1,1,1,1,1,1,1,1987
40,0,16,1,6,0,1,35.80990099,36.79834197,39.28433735,39.87372474,40.33605948,42,1,1,1,1,1,1,0,42.25774648,41.69061708,42.42580645,43.018,42.97092511,43.35566643,43.6883045,1,1,1,1,1,1,1,1987
34,0,12,1,5,1,1,29.75337423,28.30729477,23.75553398,37.49308691,25.96100311,28.12626506,1,1,1,1,1,1,26.43649047,31.73969586,36.25763569,36.415,39.90076761,41.69061708,37.0783871,33.01165417,1,1,1,1,1,1,1,1984
35,0,16,1,2,0,1,15.69647573,15.42960616,14.37520415,14.29531727,10.78700289,13.42905576,1,1,1,1,1,1,0,23.856,25.38166197,24.33898225,21.77416129,24.72918133,28.00996182,27.22032787,1,1,1,1,1,1,1,1986
33,0,16,1,10,1,1,8.317060506,14.6398342,14.71677108,13.19841386,25.50440892,26.787,1,1,1,1,1,1,60.99008451,29.15205634,31.16512595,31.42691613,8.887075746,19.1808047,0,0,1,1,1,1,1,0,0,1987
30,0,13,1,1,1,1,17.79319018,17.60242424,16.59961165,16.61482948,17.42242487,18.02457831,1,1,1,1,1,1,35.17395226,18.08558229,15.93987361,21.396,28.25287324,32.15736264,31.85029032,30.83390972,1,1,1,1,1,1,1,1984
24,0,9,0,3,1,0,0,0,0.130611399,1.358995984,0.244727623,1.011457249,0,0,1,1,1,1,32.83575,0,0,0,0.039774194,0,0,0,0,0,0,1,0,0,0,1986
33,0,16,1,1,0,1,15.90619689,28.81071486,29.09832531,32.99000743,35.043,27.33825352,1,1,1,1,1,1,0,41.69061708,40.92322581,39.12225249,37.23261674,37.42726728,34.06094948,36.30259649,1,1,1,1,1,1,1,1988
81,0,16,1,10,0,0,4.611446602,3.142107811,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
68,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.75791901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
68,0,10,0,4,1,1,8.862046205,9.815162694,8.094554217,7.98212897,8.687531599,8.626,1,1,1,1,1,1,54.68084859,6.611697183,3.119384615,5.349187097,3.266197399,2.805985316,1.952176764,1.435039446,1,1,1,1,1,1,1,1987
66,0,9,1,4,0,0,15.47533884,18.80757282,19.0889681,18.25493057,20.88452209,21.87042156,1,1,1,1,1,1,0,14.39263941,0,0,0,0,0,0,1,0,0,0,0,0,0,1985
68,0,14,1,1,0,1,34.44951456,35.80990099,36.79834197,39.28433735,39.87372474,40.33605948,1,1,1,1,1,1,0,42,42.25774648,0,0,0,0,0,1,1,0,0,0,0,0,1986
68,0,14,1,2,0,0,36.783,39.284,4.219441771,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
54,0,14,1,5,1,1,34.44951456,35.80990099,36.79834197,39.28433735,39.87372474,40.33605948,1,1,1,1,1,1,96.777,42,42.25774648,41.69061708,41.90255484,32.40453558,29.94606755,32.43785032,1,1,1,1,1,1,1,1986
50,0,16,1,10,0,1,35.80990099,36.79834197,39.28433735,39.87372474,40.33605948,42,1,1,1,1,1,1,0,42.25774648,41.69061708,42.42580645,43.018,42.97092511,43.35566643,43.6883045,1,1,1,1,1,1,1,1987
44,0,14,1,2,0,1,17.35635262,16.45330097,17.27556436,9.352911917,10.57706024,16.9094129,1,1,1,1,1,1,0,13.96686989,11.586,11.74630282,9.486005072,9.163090323,8.528171385,7.345292217,1,1,1,1,1,1,1,1985
46,0,11,1,8,0,1,25.51294766,27.16723301,28.02094609,29.3262342,29.3862249,29.57828681,1,1,1,1,1,1,0,32.18532342,34.47,37.9065493,38.37482333,37.39746452,36.84555777,35.40514537,1,1,1,1,1,1,1,1985
44,1,16,1,10,1,1,30.56873829,31.58049515,32.01429263,34.15431295,36.69619277,37.59944562,1,1,1,1,1,1,149.3758364,40.33605948,42,43.018,41.880541,34.79888387,2.516523336,8.913650514,1,1,1,1,1,1,1,1985
42,0,15,0,1,1,1,10.26707438,10.60752427,13.08689109,10.62722487,10.50663454,16.75962271,1,1,1,1,1,1,17.03414201,2.129866171,0.832,0.364690141,0.833812342,0,2.290111706,14.62942731,1,1,1,1,0,1,1,1985
34,0,16,0,2,0,1,16.80231405,20.6431068,25.90731793,32.65284974,33.98040161,35.31672762,1,1,1,1,1,1,0,36.46542751,24.92,0,0,3.343683871,3.430555471,1.445239354,1,1,0,0,1,1,1,1985
40,0,15,1,2,1,1,3.297057851,0.042563107,0,6.832679793,4.875879518,0.202533205,1,1,0,1,1,1,23.16252379,0,14.436,23.0671338,22.92706002,25.74627742,24.47509717,25.63851395,0,1,1,1,1,1,1,1985
28,1,16,1,5,1,1,0,0,0,6.770121012,13.0611399,17.38634538,0,0,0,1,1,1,107.1453397,2.868165544,4.097776952,16.177,38.13616901,41.69061708,42.42580645,43.01820964,1,1,1,1,1,1,1,1984
35,0,16,0,2,0,1,7.788242424,9.709708738,8.581113311,20.57754197,28.23190361,32.62788835,1,1,1,1,1,1,0,33.99840892,34.187,40.34457042,39.61164497,41.29621935,39.81993573,36.21869604,1,1,1,1,1,1,1,1985
77,0,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
81,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
66,1,8,0,3,1,0,10.07987879,9.059291262,11.29157316,9.51305285,13.65488353,11.39143792,1,1,1,1,1,1,225.0344684,3.312446097,0,0,0,0,0,0,1,0,0,0,0,0,0,1985
82,0,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
61,0,16,1,2,0,1,36.783,39.284,39.28433735,39.87372474,40.33605948,42,1,1,1,1,1,1,0,42.25774648,41.69061708,42.42580645,32.05820964,11.56513363,9.627301497,7.579465744,1,1,1,1,1,1,1,1987
59,0,14,1,2,0,1,33.35402755,31.33176699,14.9629923,23.71675855,28.94056225,28.23966891,1,1,1,1,1,1,0,28.89223048,31.011,30.35514789,30.19790363,33.86551613,32.3844101,30.94067548,1,1,1,1,1,1,1,1985
55,0,14,1,10,1,1,26.22331288,34.5707989,34.44951456,35.80990099,36.79834197,39.28433735,1,1,1,1,1,1,89.14678345,39.87372474,40.33605948,42,42.25774648,19.27032967,28.99096774,38.9386075,1,1,1,1,1,1,1,1984
54,0,14,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.04965544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
55,0,14,0,3,0,1,21.83077668,23.57024663,23.37693173,23.74385371,27.03942007,27.69,1,1,1,1,1,1,0,28.39662676,28.87399493,29.67243226,28.74169855,28.07916593,29.12485246,28.87903114,1,1,1,1,1,1,1,1987
50,0,16,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
47,0,12,0,2,1,0,4.520246425,4.338569948,4.183726908,1.736300289,0,0,1,1,1,1,0,0,31.36827254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
47,0,16,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23.13418662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
43,0,12,1,2,0,1,14.67975758,15.19635922,14.18650825,14.57282487,14.82020884,14.58028104,1,1,1,1,1,1,0,14.84998513,14.848,15.13271127,15.11516484,15.74085806,14.95574598,13.66298385,1,1,1,1,1,1,1,1985
41,0,16,0,1,0,1,0,0,0,0,0,1.222304833,0,0,0,0,0,1,0,0.57,2.023161972,0,1.502580645,1.073358837,2.389955947,0.170297933,1,1,0,1,1,1,1,1986
42,0,14,0,10,1,1,12.98174757,11.3759736,16.2208,17.49308434,20.41154957,24.20672862,1,1,1,1,1,1,5.3558,32.136,31.12119014,29.04538969,30.02244516,24.77278653,21.91195301,17.7078603,1,1,1,1,1,1,1,1986
