id,nearc4,educ,black,smsa,south,exper,lwage,expersq,expersq_100
928,1,14,0,1,1,9,6.222576141,81,0.81
929,1,17,0,1,1,2,5.746203423,4,0.04
931,1,18,0,1,1,3,6.917705536,9,0.09
932,1,10,0,0,0,17,6.907755375,289,2.89
933,1,16,0,0,0,6,6.580639362,36,0.36
935,1,12,0,0,0,9,6.665683746,81,0.81
936,1,12,0,0,0,16,6.30261898,256,2.56
938,1,12,0,0,0,7,6.719013214,49,0.49
939,1,12,0,0,0,7,5.0689044,49,0.49
940,1,10,0,0,0,11,6.551080227,121,1.21
941,1,13,0,0,0,9,6.580639362,81,0.81
942,1,12,0,0,0,6,5.717027664,36,0.36
944,1,16,0,1,0,3,6.315358162,9,0.09
945,1,14,0,1,1,6,6.295266151,36,0.36
947,1,16,0,0,0,2,6.232448101,4,0.04
948,1,16,0,0,0,2,5.953243256,4,0.04
949,0,12,0,1,0,14,7.273786545,196,1.96
951,0,16,0,1,0,10,6.778784752,100,1
953,0,13,0,1,0,5,6.907755375,25,0.25
954,0,12,0,0,0,10,6.7604146,100,1
956,0,12,0,0,0,9,6.606650352,81,0.81
957,0,12,0,0,0,16,6.790097237,256,2.56
958,0,15,0,1,0,8,6.126869202,64,0.64
961,1,12,0,1,0,16,6.109247684,256,2.56
963,1,12,0,1,0,16,6.551080227,256,2.56
965,1,14,0,1,0,13,6.612040997,169,1.69
967,1,16,0,1,0,10,6.790097237,100,1
969,1,18,0,1,0,8,6.539586067,64,0.64
971,1,18,0,0,0,9,6.40357399,81,0.81
972,1,18,0,1,0,6,6.43775177,36,0.36
973,1,14,0,1,0,13,6.61472559,169,1.69
974,1,18,0,1,0,9,6.587550163,81,0.81
975,1,12,0,1,0,12,6.327936649,144,1.44
976,1,12,0,0,0,8,6.049733639,64,0.64
977,1,12,0,0,0,8,5.991464615,64,0.64
978,1,14,0,1,0,6,5.52146101,36,0.36
979,1,13,0,1,0,7,6.470799446,49,0.49
980,1,12,0,1,0,6,6.393590927,36,0.36
981,1,12,0,1,0,9,6.907755375,81,0.81
983,1,12,0,0,0,10,6.269096375,100,1
984,1,12,0,0,0,8,6.175867081,64,0.64
985,1,12,0,0,0,15,6.745236397,225,2.25
986,1,14,0,0,0,10,6.226536751,100,1
987,1,12,0,1,0,11,6.238324642,121,1.21
988,1,11,0,1,0,9,5.393627644,81,0.81
989,1,16,0,1,0,2,5.036952496,4,0.04
990,1,12,0,1,0,13,5.480638981,169,1.69
991,1,12,0,1,0,10,6.322565079,100,1
996,1,15,0,1,0,6,6.214608192,36,0.36
997,1,16,0,1,0,4,5.918893814,16,0.16
998,1,10,0,0,0,9,5.857933044,81,0.81
999,1,12,0,0,0,8,6.36990118,64,0.64
1004,1,13,0,0,0,7,6.244166851,49,0.49
1006,0,12,0,0,0,11,5.966146946,121,1.21
1008,0,16,0,0,0,3,5.634789467,9,0.09
1009,0,12,0,0,0,15,6.536691666,225,2.25
1010,0,12,0,0,0,8,5.703782558,64,0.64
1011,0,17,0,0,0,4,6.453625202,16,0.16
1012,0,13,0,0,0,7,5.834810734,49,0.49
1013,0,16,0,0,0,4,6.224558353,16,0.16
1014,0,13,0,0,0,5,5.874930859,25,0.25
1015,0,12,0,0,0,15,5.568344593,225,2.25
1017,0,10,0,0,0,16,5.991464615,256,2.56
1020,0,13,0,0,0,10,6.606650352,100,1
1021,0,12,0,0,0,16,5.834810734,256,2.56
1023,0,15,0,0,0,8,5.620400906,64,0.64
1024,0,9,0,0,0,9,6.056784153,81,0.81
1026,0,12,0,0,0,7,5.476463318,49,0.49
1027,0,13,0,0,0,5,5.953243256,25,0.25
1028,0,12,0,0,0,11,5.857933044,121,1.21
1030,0,12,0,0,0,11,6.395261765,121,1.21
1031,0,15,0,1,0,10,6.620073318,100,1
1033,0,16,0,0,0,11,6.539586067,121,1.21
1034,0,12,0,0,0,16,4.990432739,256,2.56
1036,1,12,0,1,0,8,5.634789467,64,0.64
1037,1,18,0,1,0,8,6.645091057,64,0.64
1038,1,13,0,1,0,13,6.917705536,169,1.69
1040,1,14,0,0,0,6,6.24804306,36,0.36
1041,1,16,0,0,0,4,5.991464615,16,0.16
1046,1,12,0,0,0,7,5.926926136,49,0.49
1047,1,12,0,0,0,13,6.390240669,169,1.69
1049,1,7,0,0,0,18,5.857933044,324,3.24
1050,1,11,0,0,0,16,6.0330863,256,2.56
1051,1,16,0,0,0,7,5.823045731,49,0.49
1052,1,18,0,0,0,2,6.175867081,4,0.04
1053,1,12,0,0,0,10,6.214608192,100,1
1054,1,12,0,0,0,9,5.720311642,81,0.81
1056,1,10,0,0,0,18,6.109247684,324,3.24
1058,1,16,0,1,0,7,6.645091057,49,0.49
1059,1,16,0,1,0,4,6.580639362,16,0.16
1060,1,13,0,1,0,10,6.907755375,100,1
1062,1,14,0,1,0,10,6.43775177,100,1
1063,1,16,0,1,0,4,6.705638885,16,0.16
1064,1,12,0,1,0,16,5.932245255,256,2.56
1067,1,12,0,1,0,15,6.56244421,225,2.25
1068,1,14,0,1,0,4,6.018593311,16,0.16
1070,1,13,0,1,0,13,7.199678421,169,1.69
1071,1,12,0,0,0,16,6.573680401,256,2.56
1075,1,10,1,1,0,16,5.257495403,256,2.56
1076,1,16,1,1,0,10,6.680854797,100,1
1077,1,16,1,1,0,12,6.828711987,144,1.44
1078,1,15,1,1,0,5,5.480638981,25,0.25
1079,1,13,0,1,0,6,6.43775177,36,0.36
1080,1,8,0,1,0,10,6.93244791,100,1
1081,1,12,1,0,1,10,6.220590115,100,1
1089,1,16,0,1,0,6,6.135564804,36,0.36
1090,1,16,0,0,0,3,6.165417671,9,0.09
1091,1,15,0,1,1,5,6.214608192,25,0.25
1094,1,12,0,0,0,16,6.907755375,256,2.56
1095,1,13,0,0,0,15,6.49677515,225,2.25
1097,1,15,0,1,0,13,6.561030865,169,1.69
1098,1,16,0,1,1,9,6.833031654,81,0.81
1099,1,12,0,0,0,6,5.703782558,36,0.36
1100,1,15,0,1,0,6,5.899897575,36,0.36
1101,1,12,0,1,0,12,6.469250202,144,1.44
1104,1,18,0,0,0,1,6.135564804,1,0.01
1105,1,18,0,1,0,9,6.933423042,81,0.81
1107,1,12,0,1,0,6,6.26339817,36,0.36
1110,1,18,0,1,0,5,5.926926136,25,0.25
1111,1,18,0,1,0,10,7.338238239,100,1
1112,1,18,0,1,0,9,6.827629089,81,0.81
1113,1,13,0,1,0,7,6.342121601,49,0.49
1114,1,14,0,1,0,5,6.396929741,25,0.25
1115,1,15,0,1,0,6,6.580639362,36,0.36
1116,1,17,0,1,0,1,7.017506123,1,0.01
1121,1,14,0,1,0,7,6.568078041,49,0.49
1122,1,16,0,1,0,7,6.694561958,49,0.49
1124,1,11,0,1,0,10,6.82979393,100,1
1126,1,9,0,1,0,10,6.309918404,100,1
1127,1,12,0,1,0,8,5.602118969,64,0.64
1129,1,7,0,1,0,19,6.72503376,361,3.61
1130,1,12,0,1,0,12,7.090076923,144,1.44
1131,1,14,0,1,0,13,6.364750862,169,1.69
1132,1,17,1,1,0,11,6.53087759,121,1.21
1133,1,18,1,1,0,8,6.907755375,64,0.64
1134,1,13,1,1,0,5,6.285997868,25,0.25
1135,1,12,1,1,0,10,6.536691666,100,1
1139,1,12,0,1,0,10,6.214608192,100,1
1141,1,13,0,1,0,14,6.620073318,196,1.96
1142,1,17,0,1,1,6,6.816735744,36,0.36
1144,1,15,0,1,0,3,6.396929741,9,0.09
1145,1,16,0,1,0,2,6.357842445,4,0.04
1146,1,12,0,1,0,8,6.398594856,64,0.64
1147,1,12,0,1,0,13,6.357842445,169,1.69
1148,1,12,0,1,0,14,6.517671108,196,1.96
1150,1,18,1,1,0,3,6.159095287,9,0.09
1152,1,14,0,1,0,4,5.857933044,16,0.16
1153,1,15,0,1,0,11,6.429719448,121,1.21
1154,1,16,0,1,0,2,5.934894085,4,0.04
1155,1,16,0,1,0,3,5.493061543,9,0.09
1156,1,12,0,1,0,8,6.620073318,64,0.64
1158,1,18,0,0,0,6,6.089045048,36,0.36
1159,1,14,0,1,0,9,6.533788681,81,0.81
1160,1,18,0,0,0,1,6.21660614,1,0.01
1161,1,12,0,1,0,11,5.991464615,121,1.21
1162,1,12,0,1,0,8,6.888572693,64,0.64
1163,1,14,0,1,1,10,6.475432873,100,1
1168,1,12,0,1,0,14,6.43775177,196,1.96
1169,1,16,1,1,0,6,6.561030865,36,0.36
1172,1,12,0,1,0,11,6.949856281,121,1.21
1173,1,12,0,1,0,9,6.634633541,81,0.81
1177,1,13,0,0,0,6,6.261491776,36,0.36
1179,1,13,1,1,0,8,6.354370117,64,0.64
1180,1,14,1,1,0,6,6.762729645,36,0.36
1183,1,12,1,1,0,10,6.569481373,100,1
1184,1,16,0,1,0,5,6.511745453,25,0.25
1185,1,12,0,1,0,7,6.495265484,49,0.49
1186,1,14,0,1,0,9,6.297109127,81,0.81
1187,1,13,0,1,0,6,6.26339817,36,0.36
1188,1,12,0,1,0,10,6.46146822,100,1
1189,1,12,0,1,0,8,5.693732262,64,0.64
1191,1,8,1,1,0,19,6.853299141,361,3.61
1192,1,12,1,1,0,16,6.214608192,256,2.56
1202,1,13,1,1,0,6,6.429719448,36,0.36
1203,1,12,1,1,0,7,5.624017715,49,0.49
1205,1,10,0,0,1,10,5.480638981,100,1
1206,1,10,0,0,1,9,5.480638981,81,0.81
1207,1,12,0,1,0,15,6.135564804,225,2.25
1209,1,12,1,1,0,9,6.001414776,81,0.81
1210,1,12,1,1,0,7,6.109247684,49,0.49
1213,1,12,1,1,0,6,5.52146101,36,0.36
1215,1,11,1,1,0,9,6.588926315,81,0.81
1216,1,12,1,1,0,6,6.502789974,36,0.36
1224,1,12,1,1,0,10,6.869014263,100,1
1228,1,14,0,1,0,7,6.620073318,49,0.49
1230,1,14,0,1,0,5,6.502789974,25,0.25
1231,1,17,0,0,0,11,6.539586067,121,1.21
1233,1,12,1,1,0,7,6.142037392,49,0.49
1235,1,12,1,1,0,12,6.463029385,144,1.44
1236,1,11,1,1,0,12,6.565265179,144,1.44
1238,1,13,1,1,0,6,6.052089214,36,0.36
1243,1,12,0,1,0,9,6.72503376,81,0.81
1244,1,12,0,1,0,8,5.730099678,64,0.64
1245,1,16,0,1,0,7,6.43775177,49,0.49
1246,1,16,0,1,0,10,7.273786545,100,1
1248,1,16,0,1,0,3,6.511745453,9,0.09
1250,1,17,0,1,0,5,7.204892635,25,0.25
1251,1,17,0,1,0,10,5.991464615,100,1
1252,1,9,0,0,0,19,6.249975204,361,3.61
1253,1,14,0,1,0,6,6.12249279,36,0.36
1255,1,17,0,1,1,10,6.013715267,100,1
1256,1,18,0,1,0,10,6.326149464,100,1
1258,1,12,1,1,0,6,5.438079357,36,0.36
1260,1,17,0,1,0,4,6.933423042,16,0.16
1262,1,12,0,1,0,9,6.986566544,81,0.81
1263,1,14,0,1,0,4,7.091742039,16,0.16
1264,1,17,0,0,0,2,5.796057701,4,0.04
1266,1,18,0,1,0,3,6.175867081,9,0.09
1267,1,18,0,1,1,0,6.511745453,0,0
1268,1,17,0,1,0,8,7.428333282,64,0.64
1269,1,16,0,1,0,12,7.156176567,144,1.44
1272,1,12,0,1,0,6,6.357842445,36,0.36
1273,1,18,0,1,0,3,6.095824718,9,0.09
1275,1,16,1,1,0,6,6.175867081,36,0.36
1277,1,12,1,1,0,6,6.146329403,36,0.36
1279,1,6,0,1,0,19,6.504288197,361,3.61
1283,1,15,0,1,0,6,5.655992031,36,0.36
1284,1,18,0,1,0,9,6.357842445,81,0.81
1285,1,14,0,1,0,9,6.580639362,81,0.81
1286,1,12,0,1,0,7,6.135564804,49,0.49
1287,1,15,0,1,0,4,6.620073318,16,0.16
1288,1,12,0,1,0,6,5.298317432,36,0.36
1293,1,12,0,1,0,9,6.47697258,81,0.81
1295,1,18,0,1,0,4,6.175867081,16,0.16
1298,1,11,0,1,0,7,6.396929741,49,0.49
1305,1,16,0,1,1,6,6.645091057,36,0.36
1306,1,17,0,1,0,4,6.652863026,16,0.16
1307,1,16,0,1,0,2,6.463029385,4,0.04
1310,1,14,0,1,0,13,6.961296082,169,1.69
1311,1,16,0,1,0,9,6.516192913,81,0.81
1312,1,12,0,1,0,10,6.53813982,100,1
1313,1,17,0,1,0,7,6.869014263,49,0.49
1314,1,13,0,1,0,9,5.991464615,81,0.81
1315,1,16,0,1,0,5,6.511745453,25,0.25
1323,1,18,1,1,0,10,7.273786545,100,1
1334,1,18,0,1,0,8,6.270988464,64,0.64
1336,1,14,1,1,0,7,6.551080227,49,0.49
1337,1,8,1,1,0,20,6.514712811,400,4
1338,1,18,0,1,0,1,6.202535629,1,0.01
1340,1,12,0,1,0,6,6.214608192,36,0.36
1349,1,16,1,1,0,2,6.109247684,4,0.04
1350,1,13,1,1,0,6,6.398594856,36,0.36
1353,1,13,1,1,0,9,6.575075626,81,0.81
1354,1,12,1,1,0,11,6.354370117,121,1.21
1355,1,12,1,1,0,7,5.857933044,49,0.49
1356,1,12,1,1,0,6,5.857933044,36,0.36
1358,1,16,0,1,0,7,6.466144562,49,0.49
1359,1,15,0,1,0,3,6.514712811,9,0.09
1360,1,15,0,1,0,7,6.5206213,49,0.49
1361,1,12,0,1,0,9,6.280395985,81,0.81
1362,1,16,0,1,0,9,6.261491776,81,0.81
1363,1,16,0,1,1,6,6.502789974,36,0.36
1364,1,14,0,1,0,6,5.91350317,36,0.36
1365,1,15,0,1,0,5,6.489204884,25,0.25
1371,1,12,1,1,0,16,6.551080227,256,2.56
1374,1,18,0,1,0,3,5.739792824,9,0.09
1375,1,9,0,1,0,18,6.734591484,324,3.24
1377,1,14,0,1,0,11,6.492239952,121,1.21
1379,1,16,0,1,0,9,6.539586067,81,0.81
1382,1,15,0,1,0,7,6.357842445,49,0.49
1389,1,17,0,1,0,3,6.558197975,9,0.09
1391,1,16,0,1,1,5,5.676753998,25,0.25
1392,1,13,0,1,0,7,6.620073318,49,0.49
1395,1,16,0,1,0,12,7.273786545,144,1.44
1396,1,16,0,1,0,11,7.091742039,121,1.21
1397,1,15,0,1,1,12,7.379631996,144,1.44
1399,1,14,0,1,1,12,6.645091057,144,1.44
1407,1,16,0,1,0,9,6.24027586,81,0.81
1408,1,12,0,1,0,13,6.690842152,169,1.69
1409,1,17,0,1,0,11,6.869014263,121,1.21
1411,1,12,0,1,0,7,6.514712811,49,0.49
1413,1,13,0,1,0,5,5.986452103,25,0.25
1416,1,14,0,1,0,13,6.751101494,169,1.69
1421,1,11,1,1,0,8,6.54102993,64,0.64
1422,1,11,1,1,0,7,6.463029385,49,0.49
1423,1,13,1,1,0,8,5.843544483,64,0.64
1424,1,12,1,1,0,9,6.329720974,81,0.81
1425,1,12,1,1,0,6,6.527957916,36,0.36
1428,1,16,0,1,1,7,6.150602818,49,0.49
1430,1,16,0,1,0,4,5.703782558,16,0.16
1431,1,18,0,1,0,1,6.511745453,1,0.01
1432,1,16,0,1,0,2,5.953243256,4,0.04
1436,1,16,0,1,0,11,6.694561958,121,1.21
1438,1,17,0,1,0,1,6.306275368,1,0.01
1439,1,16,0,1,0,4,6.214608192,16,0.16
1440,1,13,0,1,0,10,6.588926315,100,1
1441,1,16,0,1,0,6,6.261491776,36,0.36
1445,1,15,1,1,0,3,6.109247684,9,0.09
1448,1,12,1,1,0,10,6.626717567,100,1
1449,1,12,1,1,0,6,6.46146822,36,0.36
1454,1,12,1,1,0,6,5.746203423,36,0.36
1458,1,12,0,1,0,11,7.261927128,121,1.21
1459,1,12,0,1,0,10,6.634633541,100,1
1460,1,12,0,1,0,8,6.396929741,64,0.64
1461,1,16,0,1,0,10,7.013015747,100,1
1462,1,16,0,1,0,11,6.637258053,121,1.21
1463,1,12,0,1,0,14,6.47697258,196,1.96
1464,1,14,0,1,0,7,7.051855564,49,0.49
1465,1,12,0,1,0,6,6.396929741,36,0.36
1467,1,12,0,1,0,11,6.318968296,121,1.21
1468,1,11,0,1,0,11,6.297109127,121,1.21
1469,1,11,0,1,0,8,6.309918404,64,0.64
1470,1,11,0,1,0,14,6.684611797,196,1.96
1472,1,11,0,1,0,9,6.907755375,81,0.81
1474,1,12,0,1,0,13,6.761572838,169,1.69
1475,1,13,0,1,0,13,6.418365002,169,1.69
1476,1,16,0,1,0,2,6.251904011,4,0.04
1480,1,13,1,1,0,11,6.561030865,121,1.21
1485,1,13,1,1,0,7,6.70686245,49,0.49
1486,1,10,1,1,0,9,5.703782558,81,0.81
1490,1,16,0,1,0,8,6.55393362,64,0.64
1491,1,16,0,1,0,12,7.186901093,144,1.44
1492,1,12,1,1,0,9,5.940171242,81,0.81
1495,1,11,1,1,0,9,5.991464615,81,0.81
1496,1,11,1,1,0,8,6.210599899,64,0.64
1497,1,10,1,1,0,17,6.49677515,289,2.89
1498,1,10,1,1,0,17,6.396929741,289,2.89
1499,1,18,0,0,1,8,6.941190243,64,0.64
1502,1,14,0,1,0,5,6.983789921,25,0.25
1503,1,18,0,1,1,0,5.991464615,0,0
1504,1,16,0,1,0,11,6.463029385,121,1.21
1506,1,12,0,1,0,14,6.429719448,196,1.96
1508,1,17,0,1,0,7,6.175867081,49,0.49
1510,1,16,0,1,0,11,6.964135647,121,1.21
1511,1,12,0,1,0,8,6.300786018,64,0.64
1512,1,14,0,1,0,6,6.666956902,36,0.36
1513,1,18,0,1,0,1,6.184148788,1,0.01
1514,1,14,0,1,0,14,6.582025051,196,1.96
1515,1,15,0,1,0,7,6.543911934,49,0.49
1516,1,15,0,1,0,13,6.308098316,169,1.69
1517,1,15,0,1,0,11,6.675823212,121,1.21
1518,1,16,0,1,1,11,7.561641693,121,1.21
1520,1,15,0,1,0,12,6.675823212,144,1.44
1521,1,15,0,1,0,7,6.802394867,49,0.49
1523,1,14,0,1,0,12,6.483107567,144,1.44
1526,1,12,0,1,0,9,6.24027586,81,0.81
1528,1,14,0,1,0,9,5.950642586,81,0.81
1529,1,16,0,0,1,5,6.214608192,25,0.25
1530,1,15,0,1,0,4,6.398594856,16,0.16
1531,1,12,0,1,0,9,6.082219124,81,0.81
1532,1,12,0,1,0,7,6.214608192,49,0.49
1535,1,18,0,1,0,9,7.142036438,81,0.81
1536,1,14,0,1,1,6,6.616065025,36,0.36
1537,1,14,0,1,0,7,6.24027586,49,0.49
1539,1,12,0,1,1,15,6.551080227,225,2.25
1541,1,16,0,1,0,7,6.510258198,49,0.49
1542,1,17,0,1,0,7,6.890609264,49,0.49
1543,1,13,0,0,0,10,5.393627644,100,1
1544,1,18,0,1,0,9,7.091742039,81,0.81
1545,1,12,0,0,0,12,6.502789974,144,1.44
1548,1,14,1,1,0,8,6.731018066,64,0.64
1551,1,15,0,1,0,4,6.095824718,16,0.16
1554,1,12,0,1,0,7,6.297109127,49,0.49
1555,1,14,0,1,1,10,6.224558353,100,1
1556,1,12,0,0,0,13,6.680854797,169,1.69
1557,1,9,0,1,0,9,5.877735615,81,0.81
1558,1,12,0,1,0,9,6.214608192,81,0.81
1559,1,12,0,1,0,16,6.869014263,256,2.56
1560,1,11,0,1,0,11,5.857933044,121,1.21
1561,1,15,0,1,0,3,5.746203423,9,0.09
1562,1,16,0,1,1,2,4.762174129,4,0.04
1563,1,12,0,1,0,15,6.587550163,225,2.25
1564,1,13,1,1,0,14,6.284134388,196,1.96
1565,1,13,1,1,1,7,6.276643276,49,0.49
1566,1,17,1,1,1,5,6.059123039,25,0.25
1569,1,16,0,1,0,12,6.997595787,144,1.44
1570,1,12,0,1,0,15,7.562681198,225,2.25
1571,1,18,0,1,1,8,6.745236397,64,0.64
1574,1,12,0,1,0,6,5.899897575,36,0.36
1575,1,16,0,1,0,4,6.161207199,16,0.16
1576,1,13,0,1,0,7,6.486160755,49,0.49
1577,1,12,0,1,0,7,6.086774826,49,0.49
1578,1,14,0,1,0,5,6.135564804,25,0.25
1579,0,16,0,1,0,6,6.511745453,36,0.36
1580,0,12,0,1,0,6,7.0475173,36,0.36
1582,0,12,0,1,0,13,6.684611797,169,1.69
1584,0,12,0,1,0,7,6.13122654,49,0.49
1586,0,12,0,1,0,8,5.811141014,64,0.64
1587,0,13,0,1,0,7,6.55393362,49,0.49
1588,0,12,0,1,0,7,6.261491776,49,0.49
1591,1,7,0,0,0,20,6.502789974,400,4
1594,1,18,0,1,0,2,6.463029385,4,0.04
1595,1,12,0,1,0,6,6.684611797,36,0.36
1597,1,12,0,1,0,14,6.357842445,196,1.96
1599,1,18,0,0,0,8,6.047372341,64,0.64
1600,1,18,0,1,0,5,6.773080349,25,0.25
1601,1,15,0,1,0,7,6.46146822,49,0.49
1604,0,16,0,1,1,7,7.003973961,49,0.49
1605,0,16,0,1,0,4,6.475432873,16,0.16
1606,0,12,0,1,1,8,6.109247684,64,0.64
1607,0,12,0,1,0,15,6.828711987,225,2.25
1608,0,11,0,1,0,10,6.548219204,100,1
1609,0,15,1,1,0,13,6.224558353,169,1.69
1610,0,16,0,1,1,6,6.320768356,36,0.36
1611,0,17,0,0,0,2,5.926926136,4,0.04
1612,0,15,0,1,1,7,6.511745453,49,0.49
1613,0,13,0,1,0,11,5.730099678,121,1.21
1614,0,12,0,1,0,16,6.371612072,256,2.56
1615,0,12,0,1,0,6,6.660574913,36,0.36
1620,1,12,0,1,0,9,6.486160755,81,0.81
1621,1,12,0,1,0,10,6.047372341,100,1
1624,1,16,0,1,0,6,7.156176567,36,0.36
1627,1,12,0,1,0,7,6.869014263,49,0.49
1628,1,12,0,1,0,12,6.684611797,144,1.44
1630,1,12,0,1,0,15,6.620073318,225,2.25
1631,1,18,0,1,0,5,6.472346306,25,0.25
1632,1,12,0,1,0,11,6.84375,121,1.21
1633,1,17,0,1,0,5,6.285997868,25,0.25
1637,1,15,0,1,0,3,5.669880867,9,0.09
1638,1,12,0,0,1,11,5.257495403,121,1.21
1639,1,18,0,1,0,6,6.70686245,36,0.36
1640,1,18,0,1,0,6,6.700731277,36,0.36
1641,1,12,0,1,0,11,6.588926315,121,1.21
1643,1,12,0,1,0,6,7.025538445,36,0.36
1645,1,17,1,1,0,5,6.421622276,25,0.25
1646,1,12,1,1,0,8,5.998936653,64,0.64
1647,1,11,0,1,0,9,6.558197975,81,0.81
1648,1,15,0,1,0,6,5.820083141,36,0.36
1649,1,17,0,1,0,5,6.72503376,25,0.25
1650,1,17,0,1,0,3,5.257495403,9,0.09
1653,1,12,0,1,0,8,6.593044758,64,0.64
1654,1,10,0,1,0,10,6.295266151,100,1
1655,1,12,0,0,0,10,6.712956429,100,1
1656,1,12,0,1,1,8,6.082219124,64,0.64
1657,1,14,0,1,1,4,6.599870682,16,0.16
1658,1,16,0,1,0,2,6.056784153,4,0.04
1660,1,12,0,0,0,12,5.828945637,144,1.44
1665,1,13,0,1,1,15,6.175867081,225,2.25
1666,1,16,0,1,0,10,6.705638885,100,1
1667,1,12,0,0,0,10,6.214608192,100,1
1669,1,12,1,1,0,7,6.297109127,49,0.49
1671,1,16,0,1,0,4,6.102558613,16,0.16
1675,1,15,0,0,0,4,5.379897118,16,0.16
1677,1,8,0,1,0,12,5.616771221,144,1.44
1678,1,15,1,1,0,3,5.863631248,9,0.09
1681,1,12,0,0,0,11,6.580639362,121,1.21
1682,1,12,0,0,0,9,6.915723324,81,0.81
1684,1,17,0,1,0,6,6.483107567,36,0.36
1685,1,16,0,1,0,4,6.688354492,16,0.16
1686,1,12,0,1,0,9,6.345636368,81,0.81
1688,1,16,0,1,0,3,6.396929741,9,0.09
1691,1,12,0,1,0,6,6.469250202,36,0.36
1692,1,13,0,1,0,7,6.109247684,49,0.49
1694,1,13,0,1,1,7,6.098074436,49,0.49
1696,1,15,0,0,0,8,6.380122662,64,0.64
1697,1,14,0,1,0,5,6.580639362,25,0.25
1698,1,12,0,1,0,14,6.54102993,196,1.96
1699,1,13,0,1,1,7,6.270988464,49,0.49
1700,1,9,0,1,0,15,6.152732849,225,2.25
1701,1,16,0,1,0,4,6.175867081,16,0.16
1702,1,16,0,1,0,3,6.135564804,9,0.09
1703,1,17,0,1,0,10,6.317164898,100,1
1704,1,14,0,1,0,12,6.762729645,144,1.44
1705,1,16,0,0,0,8,6.569481373,64,0.64
1706,1,12,0,0,0,6,6.606650352,36,0.36
1707,1,14,0,1,0,8,6.705638885,64,0.64
1708,1,12,0,1,0,16,6.517671108,256,2.56
1710,1,16,0,1,0,7,6.680854797,49,0.49
1711,1,13,0,1,0,5,6.645091057,25,0.25
1713,1,16,0,1,0,3,6.135564804,9,0.09
1714,1,14,0,1,0,4,6.251904011,16,0.16
1715,1,12,0,0,0,7,5.973809719,49,0.49
1716,1,13,0,1,1,13,6.684611797,169,1.69
1717,0,17,0,1,0,4,6.511745453,16,0.16
1718,0,16,0,0,0,11,6.175867081,121,1.21
1719,0,12,0,0,0,14,6.81454277,196,1.96
1720,0,12,0,0,0,7,6.175867081,49,0.49
1721,0,11,0,0,0,16,6.214608192,256,2.56
1724,0,16,0,0,0,2,5.953243256,4,0.04
1725,0,12,0,1,0,6,6.077642441,36,0.36
1729,0,12,0,0,0,7,6.265301228,49,0.49
1730,0,14,0,0,0,9,6.816735744,81,0.81
1731,0,16,0,0,0,3,6.295266151,9,0.09
1732,0,13,0,0,0,9,6.645091057,81,0.81
1735,0,12,0,0,0,6,5.420535088,36,0.36
1736,0,18,0,0,0,3,6.566672325,9,0.09
1740,0,18,0,0,0,10,5.846438885,100,1
1741,0,12,0,0,0,14,6.668228149,196,1.96
1742,0,14,0,1,0,6,6.120297432,36,0.36
1743,0,16,0,1,0,2,6.13122654,4,0.04
1744,0,13,0,0,0,7,5.624017715,49,0.49
1745,0,17,0,1,0,11,6.694561958,121,1.21
1746,0,14,0,0,0,7,6.436150551,49,0.49
1747,0,12,0,1,0,8,6.546785355,64,0.64
1748,0,14,0,0,0,6,5.934894085,36,0.36
1750,0,12,0,0,0,6,6.159095287,36,0.36
1751,0,12,0,0,0,6,6.052089214,36,0.36
1753,0,16,0,0,0,2,6.475432873,4,0.04
1755,0,15,0,1,0,4,6.196444035,16,0.16
1756,0,18,0,0,0,2,6.828711987,4,0.04
1758,0,12,0,0,0,6,5.857933044,36,0.36
1759,0,13,0,0,0,6,6.396929741,36,0.36
1762,0,9,0,0,0,16,6.061457157,256,2.56
1765,0,12,0,0,0,8,6.214608192,64,0.64
1766,0,9,0,0,0,9,6.214608192,81,0.81
1767,0,8,0,0,0,20,5.857933044,400,4
1768,0,14,0,0,0,7,5.91350317,49,0.49
1771,0,16,0,0,0,2,5.940171242,4,0.04
1772,0,14,0,0,0,5,5.52146101,25,0.25
1774,0,18,0,1,0,6,6.226536751,36,0.36
1776,0,12,0,1,0,9,6.428105354,81,0.81
1777,0,16,0,0,0,2,5.942799568,4,0.04
1779,0,12,0,0,0,12,5.888877869,144,1.44
1780,0,12,0,1,0,10,6.376727104,100,1
1781,0,12,0,1,0,6,5.857933044,36,0.36
1784,0,12,0,1,0,14,6.182085037,196,1.96
1785,0,11,0,0,0,17,6.727431774,289,2.89
1786,0,10,0,1,0,13,6.282266617,169,1.69
1789,1,17,0,0,0,5,5.953243256,25,0.25
1790,1,11,0,0,0,8,6.109247684,64,0.64
1791,1,16,0,0,0,6,6.196444035,36,0.36
1792,1,12,0,0,0,6,6.817830563,36,0.36
1794,1,18,0,1,0,8,6.722630024,64,0.64
1795,1,12,0,0,0,12,6.0730443,144,1.44
1796,1,12,0,0,0,8,6.551080227,64,0.64
1797,1,10,0,0,0,10,6.295266151,100,1
1799,1,16,0,0,0,2,5.442417622,4,0.04
1802,0,12,0,0,0,16,5.978885651,256,2.56
1803,0,12,0,1,0,7,6.580639362,49,0.49
1804,0,12,0,0,0,7,7.079184532,49,0.49
1809,0,12,0,1,0,7,6.21660614,49,0.49
1810,1,16,0,1,0,2,5.817111015,4,0.04
